tag,arm,N,seed,k_active,accepted_blocks,mean_interval_s,median_interval_s,p95_interval_s,stale_blocks
primary,E50-PC20,400,4559695916379544378,80,1,7446.720549677451,7446.720549677451,7446.720549677451,0
primary,E50-PC30,400,4559695916379544378,120,4,2382.9054944942654,1940.3864368917011,2832.261569579052,0
primary,E50-PC40,400,4559695916379544378,160,4,1787.1791208743905,1455.2898276663147,2124.1961772127597,0
primary,E50-PC50,400,4559695916379544378,200,7,1288.571830140049,703.6039047973572,2412.601718671345,0
primary,E50-PC60,400,4559695916379544378,240,8,1075.6878217259873,837.5850759661648,2010.5014322241616,0
primary,E50-PC80,400,4559695916379544378,320,11,784.4858889065953,816.6251734613949,1507.8760741469687,0
primary,E50-PC100,400,4559695916379544378,400,17,582.0951698971395,407.8689197855465,1489.3441099061977,0
primary,E50-CONV100,400,18018684830827566070,400,12,829.9052498051361,807.3759883439428,1569.9181229084093,0
primary,E50-MT100,400,18018684830827566070,400,0,,,,0
primary,E50-PC10,400,18018684830827566070,40,0,,,,0
primary,E50-PC20,400,18018684830827566070,80,2,4967.515879308115,4967.515879308115,2393.7813434116147,0
primary,E50-PC30,400,18018684830827566070,120,2,3311.677252883894,3311.677252883894,1595.854228932307,0
primary,E50-PC40,400,18018684830827566070,160,4,2245.5161786027734,2483.757939664364,3770.6252076158844,0
primary,E50-PC50,400,18018684830827566070,200,4,1796.4129428728081,1987.0063517186259,3016.5001660908647,0
primary,E50-PC60,400,18018684830827566070,240,5,1741.0461168122852,2513.750138429515,2616.5303900446966,0
primary,E50-PC80,400,18018684830827566070,320,8,1154.2566695347355,1103.5859731174603,1962.3977925313866,0
primary,E50-PC100,400,18018684830827566070,400,12,829.905308557294,807.3760454903096,1569.9182340656405,0
primary,E50-CONV100,400,11415035473929976970,400,23,381.26021155961223,182.83351166030386,809.632465383715,0
primary,E50-MT100,400,11415035473929976970,400,0,,,,0
primary,E50-PC10,400,11415035473929976970,40,8,1222.04801867481,738.5441227005851,1876.14802902892,0
primary,E50-PC20,400,11415035473929976970,80,13,720.5421312638765,436.69277600376415,1926.9306254986398,0
primary,E50-PC30,400,11415035473929976970,120,15,610.8907437531032,291.1285173701064,1284.905099128761,0
primary,E50-PC40,400,11415035473929976970,160,16,535.2390140768109,310.731980736799,1691.3033578287816,0
primary,E50-PC50,400,11415035473929976970,200,16,428.19121125475255,248.58558460159242,1353.0426862415266,0
primary,E50-PC60,400,11415035473929976970,240,17,582.010112722792,268.745048972027,1349.3875377722834,0
primary,E50-PC80,400,11415035473929976970,320,20,476.66058924175707,222.61174913634133,1012.0406533721895,0
primary,E50-PC100,400,11415035473929976970,400,23,381.2602385485293,182.83352462684564,809.6325226770499,0
primary,E50-CONV100,400,5972818461147421061,400,11,820.6061668758693,473.69917478518767,1761.6233689820585,0
primary,E50-MT100,400,5972818461147421061,400,0,,,,0
primary,E50-PC10,400,5972818461147421061,40,1,4609.639445161461,4609.639445161461,4609.639445161461,0
primary,E50-PC20,400,5972818461147421061,80,3,2892.4261057969024,2304.819722582431,2304.819722582431,0
primary,E50-PC30,400,5972818461147421061,120,3,1928.2840705358217,1536.5464817297425,1536.5464817297425,0
primary,E50-PC40,400,5972818461147421061,160,4,2327.222946572551,2132.11899400774,3111.8281267208636,0
primary,E50-PC50,400,5972818461147421061,200,5,1953.2389720644696,2319.081431275397,2489.4625013956575,0
primary,E50-PC60,400,5972818461147421061,240,7,1349.3572205570113,789.4986805303298,2074.552084460001,0
primary,E50-PC80,400,5972818461147421061,320,9,969.7449709379147,592.1240104139906,1555.9140633629825,0
primary,E50-PC100,400,5972818461147421061,400,11,820.6062249668441,473.6992083162047,1761.6234936894323,0
primary,E50-CONV100,400,11677511577610847452,400,15,623.4371217768006,622.8566605902276,1325.9508102780537,0
primary,E50-MT100,400,11677511577610847452,400,0,,,,0
primary,E50-PC10,400,11677511577610847452,40,2,4946.373663401475,4946.373663401475,2607.734689185201,0
primary,E50-PC20,400,11677511577610847452,80,2,2473.186831703222,2473.186831703222,1303.8673446094788,0
primary,E50-PC30,400,11677511577610847452,120,6,1662.726736098497,1472.7169560211782,2428.3375459049425,0
primary,E50-PC40,400,11677511577610847452,160,7,1365.9765585149632,1557.1417617000238,2079.5655971728515,0
primary,E50-PC50,400,11677511577610847452,200,10,995.0080444553254,883.6301735964605,1780.7149425047617,0
primary,E50-PC60,400,11677511577610847452,240,10,829.1733703759858,736.358478003015,1483.9291188097777,0
primary,E50-PC80,400,11677511577610847452,320,14,695.0758636455378,552.2688585090133,1452.2630891490023,0
primary,E50-PC100,400,11677511577610847452,400,15,623.4371659117376,622.8567046787352,1325.9509041644747,0
primary,E50-CONV100,400,17891702655887131290,400,18,482.0238433580157,298.81294618452915,1020.5270344175152,0
primary,E50-MT100,400,17891702655887131290,400,0,,,,0
primary,E50-PC10,400,17891702655887131290,40,0,,,,0
primary,E50-PC20,400,17891702655887131290,80,3,2361.5223421059873,1003.8106038557381,1003.8106038557381,0
primary,E50-PC30,400,17891702655887131290,120,5,1794.0442415890948,1149.2478993450582,3097.9286244145665,0
primary,E50-PC40,400,17891702655887131290,160,6,1394.5046315968734,1250.648904067088,2323.446468300267,0
primary,E50-PC50,400,17891702655887131290,200,7,1400.975639317396,1311.4895068676913,2041.0542133208335,0
primary,E50-PC60,400,17891702655887131290,240,8,1224.7725203282328,1320.936117287917,1700.878511103134,0
primary,E50-PC80,400,17891702655887131290,320,14,692.6723542003773,568.4327991112297,1275.6588832995383,0
primary,E50-PC100,400,17891702655887131290,400,18,482.0238774780185,298.81296735382824,1020.5271066449126,0
primary,E50-CONV100,500,7695027954463196593,500,11,787.9044849551788,582.7696938701107,1595.3872915705138,0
primary,E50-MT100,500,7695027954463196593,500,0,,,,0
primary,E50-PC10,500,7695027954463196593,50,1,930.5263123099459,930.5263123099459,930.5263123099459,0
primary,E50-PC20,500,7695027954463196593,100,2,3964.093848126889,3964.093848126889,465.26315614469553,0
primary,E50-PC30,500,7695027954463196593,150,2,2642.729232094014,2642.729232094014,310.17543743192,0
primary,E50-PC40,500,7695027954463196593,200,4,2401.106480705397,2446.4288801557536,3731.462270064174,0
primary,E50-PC50,500,7695027954463196593,250,5,1676.0781403407043,929.1163922243803,2985.1698160300425,0
primary,E50-PC60,500,7695027954463196593,300,6,1462.2454391440342,1282.0386884872007,2487.6415133606106,0
primary,E50-PC80,500,7695027954463196593,400,9,1025.1411699839641,580.6977451463139,1994.2342091865225,0
primary,E50-PC100,500,7695027954463196593,500,11,787.904522381699,582.7697215515153,1595.3873673482049,0
primary,E50-CONV100,500,8525591707662220640,500,15,612.7777301418282,430.3260619666967,1921.6329909691558,0
primary,E50-MT100,500,8525591707662220640,500,0,,,,0
primary,E50-PC10,500,8525591707662220640,50,2,2702.9238357193294,2702.9238357193294,1558.4788735689901,0
primary,E50-PC20,500,8525591707662220640,100,2,1351.4619178570324,1351.4619178570324,779.2394367969256,0
primary,E50-PC30,500,8525591707662220640,150,5,1802.811683241759,519.4929578622429,1282.456265945932,0
primary,E50-PC40,500,8525591707662220640,200,7,1380.6588376392867,961.8421994415341,1756.6352304636619,0
primary,E50-PC50,500,8525591707662220640,250,8,1164.6456644847713,843.7100081164272,1585.4758250565658,0
primary,E50-PC60,500,8525591707662220640,300,11,855.6093680433546,717.2101373325025,1321.2298541932819,0
primary,E50-PC80,500,8525591707662220640,400,14,708.824592786834,509.4143513499446,2402.0413528369727,0
primary,E50-PC100,500,8525591707662220640,500,15,612.7777592487394,430.3260824155875,1921.6330822550633,0
primary,E50-CONV100,500,12108552042459345255,500,14,654.2332057835894,429.30329886174457,1641.203929850373,0
primary,E50-MT100,500,12108552042459345255,500,0,,,,0
primary,E50-PC10,500,12108552042459345255,50,0,,,,0
primary,E50-PC20,500,12108552042459345255,100,2,4582.347123393223,4582.347123393223,958.6742077615729,0
primary,E50-PC30,500,12108552042459345255,150,2,3054.898082268719,3054.898082268719,639.1161384965587,0
primary,E50-PC40,500,12108552042459345255,200,4,2329.051498008008,2291.173561712311,4103.010019539771,0
primary,E50-PC50,500,12108552042459345255,250,6,1411.2973353688667,589.1821510743587,3282.4080156094738,0
primary,E50-PC60,500,12108552042459345255,300,7,1377.216016184856,662.4121825313163,2735.3400130383975,0
primary,E50-PC80,500,12108552042459345255,400,12,832.4482477113633,511.08649495026475,2051.505009769489,0
primary,E50-PC100,500,12108552042459345255,500,14,654.2332368596763,429.30331925095993,1641.2040078219582,0
primary,E50-CONV100,500,16218162384852915827,500,25,389.8596461234557,243.5188723343165,966.2269493690961,0
primary,E50-MT100,500,16218162384852915827,500,0,,,,0
primary,E50-PC10,500,16218162384852915827,50,3,1456.553501058037,1704.6885449741699,1704.6885449741699,0
primary,E50-PC20,500,16218162384852915827,100,5,1508.4163101268434,1159.8655399361567,1220.9489798865175,0
primary,E50-PC30,500,16218162384852915827,150,9,1014.8455733519069,773.2436932949696,2151.01928686929,0
primary,E50-PC40,500,16218162384852915827,200,10,753.4011176213646,595.2036299770917,1613.2644651872815,0
primary,E50-PC50,500,16218162384852915827,250,12,742.3602257765777,476.1629039488456,1654.520927664475,0
primary,E50-PC60,500,16218162384852915827,300,15,648.857054394527,405.86480650690015,1610.3783254219068,0
primary,E50-PC80,500,16218162384852915827,400,18,546.3789746513557,304.8179249134615,1658.152558041908,0
primary,E50-PC100,500,16218162384852915827,500,25,389.8596646431196,243.51888391967,966.2269952466912,0
primary,E50-CONV100,500,3678478102310266571,500,18,488.60809052905034,396.6566547097818,1475.7820827938444,0
primary,E50-MT100,500,3678478102310266571,500,0,,,,0
primary,E50-PC10,500,3678478102310266571,50,1,2360.352052136055,2360.352052136055,2360.352052136055,0
primary,E50-PC20,500,3678478102310266571,100,2,4279.543395258997,4279.543395258997,1180.1760260581677,0
primary,E50-PC30,500,3678478102310266571,150,8,1126.5103707814988,493.8402418293399,2047.2499017568593,0
primary,E50-PC40,500,3678478102310266571,200,9,1027.9313281099323,443.09710009603737,2492.319728271898,0
primary,E50-PC50,500,3678478102310266571,250,13,737.3243412277478,354.47768007918285,1993.8557826331114,0
primary,E50-PC60,500,3678478102310266571,300,14,623.9101402122694,344.3950377073296,1661.5464855348996,0
primary,E50-PC80,500,3678478102310266571,400,17,574.8610052907233,438.2931153761119,1844.7276911197648,0
primary,E50-PC100,500,3678478102310266571,500,18,488.6081137344791,396.65667356176004,1475.7821528707843,0
primary,E50-CONV100,500,876786005621288851,500,27,334.84119067269955,280.73552835180294,830.7579190301512,0
primary,E50-MT100,500,876786005621288851,500,0,,,,0
primary,E50-PC10,500,876786005621288851,50,2,4162.064866008284,4162.064866008284,2809.146365048794,0
primary,E50-PC20,500,876786005621288851,100,4,2292.862722621403,2504.6930122457807,2669.1816789101617,0
primary,E50-PC30,500,876786005621288851,150,6,1517.0930625409746,1669.7953415194725,1838.3277889966405,0
primary,E50-PC40,500,876786005621288851,200,7,1306.8832544014178,1334.590839471455,1539.3544819026529,0
primary,E50-PC50,500,876786005621288851,250,12,831.9290542001095,857.8831133234781,1231.4835855019626,0
primary,E50-PC60,500,876786005621288851,300,14,645.4800486719217,558.9640672578975,1026.2363212779596,0
primary,E50-PC80,500,876786005621288851,400,22,412.73739788270524,339.91616377661416,769.6772409345094,0
primary,E50-PC100,500,876786005621288851,500,27,334.8412065768562,280.735541681643,830.7579584671115,0
primary,E50-CONV100,500,5865549906742908637,500,18,548.5444663800606,341.2757526935078,1391.2883654070838,0
primary,E50-MT100,500,5865549906742908637,500,0,,,,0
primary,E50-PC10,500,5865549906742908637,50,0,,,,0
primary,E50-PC20,500,5865549906742908637,100,5,1896.3540970072988,752.3892899485909,2669.5651319815984,0
primary,E50-PC30,500,5865549906742908637,150,9,1023.0837262325776,501.59285997276237,1779.710087986152,0
primary,E50-PC40,500,5865549906742908637,200,10,931.3660347021831,591.0184245360194,2407.845194912041,0
primary,E50-PC50,500,5865549906742908637,250,10,745.0928277595935,472.8147396330854,1926.2761559314729,0
primary,E50-PC60,500,5865549906742908637,300,11,832.4178529383805,537.2281360533701,1691.494587145049,0
primary,E50-PC80,500,5865549906742908637,400,12,717.213152186341,426.5947111268654,1739.1105393481146,0
primary,E50-PC100,500,5865549906742908637,500,18,548.5444924423015,341.27576893205395,1391.2884315170666,0
primary,E50-CONV100,500,15633523601349685045,500,14,687.3256516270435,347.27078825931386,1608.9235245862599,0
primary,E50-MT100,500,15633523601349685045,500,0,,,,0
primary,E50-PC10,500,15633523601349685045,50,1,4981.930268166357,4981.930268166357,4981.930268166357,0
primary,E50-PC20,500,15633523601349685045,100,2,4923.6637142113295,4923.6637142113295,2490.965134089934,0
primary,E50-PC30,500,15633523601349685045,150,4,2404.6679459657016,1758.2959646995844,1855.9485066727716,0
primary,E50-PC40,500,15633523601349685045,200,5,1509.497654625349,1245.4825670401246,1391.9613800235636,0
primary,E50-PC50,500,15633523601349685045,250,5,1207.5981237040457,996.3860536463773,1113.5691040071924,0
primary,E50-PC60,500,15633523601349685045,300,6,1642.5206280047566,879.1479823560178,2452.1207647797814,0
primary,E50-PC80,500,15633523601349685045,400,9,1097.3856272681462,622.7412835470866,2011.1545012378394,0
primary,E50-PC100,500,15633523601349685045,500,14,687.3256842731382,347.2708047585141,1608.9236009891572,0
primary,E50-CONV100,500,14497997932990664800,500,13,755.9910069120469,590.1902580929552,1370.1099050400835,0
primary,E50-MT100,500,14497997932990664800,500,0,,,,0
primary,E50-PC10,500,14497997932990664800,50,0,,,,0
primary,E50-PC20,500,14497997932990664800,100,2,4684.719105067921,4684.719105067921,2430.315759531885,0
primary,E50-PC30,500,14497997932990664800,150,4,2104.071460014301,1584.2577644091807,1620.2105063632246,0
primary,E50-PC40,500,14497997932990664800,200,5,1947.4978610680146,1215.157879762208,3425.274925318135,0
primary,E50-PC50,500,14497997932990664800,250,7,1337.0360611385038,972.1263037991481,2740.2199402212777,0
primary,E50-PC60,500,14497997932990664800,300,8,1228.4184396155445,841.0019821904386,2283.5166168620362,0
primary,E50-PC80,500,14497997932990664800,400,11,879.0779629334916,653.9240333842939,1712.6374626489298,0
primary,E50-PC100,500,14497997932990664800,500,13,755.9910428075985,590.1902861139158,1370.1099700867023,0
primary,E50-CONV100,500,5634683829678867503,500,18,506.71602661161916,297.48656744229106,1296.8739323541781,0
primary,E50-MT100,500,5634683829678867503,500,0,,,,0
primary,E50-PC10,500,5634683829678867503,50,3,3129.94930832917,2958.531665522814,2958.531665522814,0
primary,E50-PC20,500,5634683829678867503,100,4,2410.2316056539466,1634.8355846217125,1790.4053364847748,0
primary,E50-PC30,500,5634683829678867503,150,9,953.4979726029998,950.1685288182532,1193.603557643316,0
primary,E50-PC40,500,5634683829678867503,200,12,762.5252853578048,573.664137829492,2122.586468793137,0
primary,E50-PC50,500,5634683829678867503,250,13,762.6146713316293,570.101117308524,1978.400984055169,0
primary,E50-PC60,500,5634683829678867503,300,13,635.5122261040763,475.0842644174654,1648.6674866965236,0
primary,E50-PC80,500,5634683829678867503,400,15,624.3954664271656,369.81645819423414,1621.0924924355095,0
primary,E50-PC100,500,5634683829678867503,500,18,506.716050679981,297.48658157683496,1296.873993948041,0
primary,E50-CONV100,500,11032126464482234521,500,16,601.497927827927,553.7312568052173,947.5735518413006,0
primary,E50-MT100,500,11032126464482234521,500,0,,,,0
primary,E50-PC10,500,11032126464482234521,50,2,4014.8831876573004,4014.8831876573004,2800.789328272317,0
primary,E50-PC20,500,11032126464482234521,100,4,2193.29814159519,2007.4415938366583,2614.4885235277256,0
primary,E50-PC30,500,11032126464482234521,150,7,1398.1940482673438,933.5964427372581,2741.694241006459,0
primary,E50-PC40,500,11032126464482234521,200,9,1049.2841962544908,943.3203942086952,2056.2706807459717,0
primary,E50-PC50,500,11032126464482234521,250,9,839.4273570055648,754.6563153780952,1645.0165446280757,0
primary,E50-PC60,500,11032126464482234521,300,11,888.3429561460556,628.8802628042042,1579.2893280592516,0
primary,E50-PC80,500,11032126464482234521,400,13,719.7220325351163,579.8593093326381,1184.4669960410893,0
primary,E50-PC100,500,11032126464482234521,500,16,601.4979564022566,553.7312831283688,947.5735968648678,0
primary,E50-CONV100,500,5708610443790281403,500,20,458.22269381236134,433.4971905774212,1044.0785248821483,0
primary,E50-MT100,500,5708610443790281403,500,0,,,,0
primary,E50-PC10,500,5708610443790281403,50,2,4401.765060026737,4401.765060026737,788.9902329275144,0
primary,E50-PC20,500,5708610443790281403,100,5,1760.2573531975659,2062.241257744746,2291.2547424945055,0
primary,E50-PC30,500,5708610443790281403,150,7,1157.9190133625088,1374.82750514595,1887.6655862052137,0
primary,E50-PC40,500,5708610443790281403,200,8,1008.4357599599476,1088.374000070598,1988.4112595509748,0
primary,E50-PC50,500,5708610443790281403,250,11,826.8094021493167,824.8965030764516,1602.9079774021125,0
primary,E50-PC60,500,5708610443790281403,300,16,579.4376742333642,400.8315601128204,1335.756647843071,0
primary,E50-PC80,500,5708610443790281403,400,19,513.0658774071063,515.5603144401397,1091.5925919412969,0
primary,E50-PC100,500,5708610443790281403,500,20,458.22271557369857,433.4972111677188,1044.078574466224,0
primary,E50-CONV100,500,4972874671198070758,500,19,518.0235317242732,468.6934739909563,1234.2282627092343,0
primary,E50-MT100,500,4972874671198070758,500,0,,,,0
primary,E50-PC10,500,4972874671198070758,50,2,3111.661545138307,3111.661545138307,1983.7442194401092,0
primary,E50-PC20,500,4972874671198070758,100,4,1368.48039470881,1555.8307725620928,2119.789435419828,0
primary,E50-PC30,500,4972874671198070758,150,6,1372.3440172329242,1037.2205150535212,1562.311654204492,0
primary,E50-PC40,500,4972874671198070758,200,8,1100.1810175060014,1018.6038053475269,1648.5871694487323,0
primary,E50-PC50,500,4972874671198070758,250,8,880.1448139978423,814.8830442911628,1318.8697355738827,0
primary,E50-PC60,500,4972874671198070758,300,9,1018.628911075769,706.5964784826697,2057.047202213925,0
primary,E50-PC80,500,4972874671198070758,400,13,740.9403215469946,585.8668703237764,1542.7854016692172,0
primary,E50-PC100,500,4972874671198070758,500,19,518.0235563294681,468.6934962545132,1234.2283213584785,0
primary,E50-CONV100,500,15110839482730944980,500,6,1463.8905412930956,980.6203455609169,2137.167680809085,0
primary,E50-MT100,500,15110839482730944980,500,0,,,,0
primary,E50-PC10,500,15110839482730944980,50,1,8475.712283655808,8475.712283655808,8475.712283655808,0
primary,E50-PC20,500,15110839482730944980,100,2,2913.3539727219018,2913.3539727219018,1588.8518036416237,0
primary,E50-PC30,500,15110839482730944980,150,3,2532.2346055561056,2825.2374278835696,2825.2374278835696,0
primary,E50-PC40,500,15110839482730944980,200,3,1899.1759541692197,2118.928070904705,2118.928070904705,0
primary,E50-PC50,500,15110839482730944980,250,3,1519.3407633364054,1695.1424567368897,1695.1424567368897,0
primary,E50-PC60,500,15110839482730944980,300,3,1266.1173027805025,1412.6187139306603,1412.6187139306603,0
primary,E50-PC80,500,15110839482730944980,400,4,1925.4228443521645,1225.7754901677858,1392.0869448943436,0
primary,E50-PC100,500,15110839482730944980,500,6,1463.8906108271765,980.6203921307671,2137.167782349684,0
primary,E50-CONV100,500,8623653743411919337,500,15,598.6217735863879,260.239462327303,1655.639818300001,0
primary,E50-MT100,500,8623653743411919337,500,0,,,,0
primary,E50-PC10,500,8623653743411919337,50,4,2001.0793733356163,2173.8813456252324,2179.6192825182216,0
primary,E50-PC20,500,8623653743411919337,100,6,1204.6469923442946,1195.5035073501517,1558.1154005365213,0
primary,E50-PC30,500,8623653743411919337,150,6,803.097994910975,797.0023382415343,1038.7436003804053,0
primary,E50-PC40,500,8623653743411919337,200,8,1118.062487547568,597.7517536740884,962.2629169764092,0
primary,E50-PC50,500,8623653743411919337,250,8,894.4499900375096,478.20140293858094,769.8103335585323,0
primary,E50-PC60,500,8623653743411919337,300,12,735.7702194659151,378.43049632882924,2438.08645410672,0
primary,E50-PC80,500,8623653743411919337,400,13,668.5755266471983,295.1933341822334,2069.5498711547866,0
primary,E50-PC100,500,8623653743411919337,500,15,598.6218020140745,260.2394746881507,1655.6398969452403,0
primary,E50-CONV100,500,1326031443968983885,500,26,382.3792775842001,276.4537214024767,693.2706945168223,0
primary,E50-MT100,500,1326031443968983885,500,0,,,,0
primary,E50-PC10,500,1326031443968983885,50,3,3320.831962436037,3011.644726494368,3011.644726494368,0
primary,E50-PC20,500,1326031443968983885,100,6,1180.5392675720514,1037.7282618179995,1505.8223632509896,0
primary,E50-PC30,500,1326031443968983885,150,6,787.0261783751687,691.8188411921896,1003.8815755136911,0
primary,E50-PC40,500,1326031443968983885,200,6,590.2696337803152,518.8641309079321,752.9111816147514,0
primary,E50-PC50,500,1326031443968983885,250,10,956.5050636786692,415.0913047264794,1386.5414549042302,0
primary,E50-PC60,500,1326031443968983885,300,13,734.0262902017897,398.44202063010613,1155.4512123929837,0
primary,E50-PC80,500,1326031443968983885,400,20,496.97738103336854,345.5671681614394,866.5884093059698,0
primary,E50-PC100,500,1326031443968983885,500,26,382.3792957465813,276.4537345360087,693.2707274289191,0
primary,E50-CONV100,500,8177548632312565564,500,18,549.0433809829439,277.0691908722208,1612.6023351846848,0
primary,E50-MT100,500,8177548632312565564,500,0,,,,0
primary,E50-PC10,500,8177548632312565564,50,1,9392.854592487332,9392.854592487332,9392.854592487332,0
primary,E50-PC20,500,8177548632312565564,100,3,1881.8607525787852,741.9066433156817,741.9066433156817,0
primary,E50-PC30,500,8177548632312565564,150,4,2284.765719449514,1812.7779798768577,3130.9515308405407,0
primary,E50-PC40,500,8177548632312565564,200,6,1648.2547785199013,1517.6157563822983,2348.213648105991,0
primary,E50-PC50,500,8177548632312565564,250,9,1079.8823427139748,1199.2407151739985,1878.5709185169019,0
primary,E50-PC60,500,8177548632312565564,300,9,899.9019522615295,999.3672626195465,1565.4757654206196,0
primary,E50-PC80,500,8177548632312565564,400,16,560.354610332981,322.9539027370241,1439.7412457724847,0
primary,E50-PC100,500,8177548632312565564,500,18,549.043407065362,277.06920403576135,1612.6024117823913,0
primary,E50-CONV100,500,11117893399474783980,500,22,451.8362040204351,378.7368658745544,864.3883601114175,0
primary,E50-MT100,500,11117893399474783980,500,1,7419.755995209554,7419.755995209554,7419.755995209554,0
primary,E50-PC10,500,11117893399474783980,50,5,1256.692413013081,325.3767882169738,607.2544123813511,0
primary,E50-PC20,500,11117893399474783980,100,8,833.4369472698147,301.2346980676246,2237.424661540062,0
primary,E50-PC30,500,11117893399474783980,150,11,881.8271801984532,319.44697319238765,2376.148715629182,0
primary,E50-PC40,500,11117893399474783980,200,12,702.4675394020582,367.1670384857405,1782.1115367296716,0
primary,E50-PC50,500,11117893399474783980,250,14,642.0366703075715,455.9236406959934,1535.7037447576936,0
primary,E50-PC60,500,11117893399474783980,300,14,535.0305585951421,379.93636725084446,1279.7531206418203,0
primary,E50-PC80,500,11117893399474783980,400,19,522.4639107296401,387.4860442751803,1080.4855014723705,0
primary,E50-PC100,500,11117893399474783980,500,22,451.8362254780517,378.7368838604416,864.3884011792296,0
primary,E50-CONV100,500,10081885022360105039,500,22,439.4487958707923,386.38303160970577,760.4016552923179,0
primary,E50-MT100,500,10081885022360105039,500,0,,,,0
primary,E50-PC10,500,10081885022360105039,50,2,4361.388951971429,4361.388951971429,1118.7609898325406,0
primary,E50-PC20,500,10081885022360105039,100,5,1863.818042478147,1668.5395702301705,1922.2516387451708,0
primary,E50-PC30,500,10081885022360105039,150,7,1247.8116324360658,1112.3597134813826,2448.4410299820584,0
primary,E50-PC40,500,10081885022360105039,200,10,925.7002086668277,897.697802230208,1836.330772482737,0
primary,E50-PC50,500,10081885022360105039,250,11,800.0921511825782,768.9006554802695,1469.0646179862988,0
primary,E50-PC60,500,10081885022360105039,300,12,830.8201930158286,643.9717499248109,1267.336152355253,0
primary,E50-PC80,500,10081885022360105039,400,18,550.1513202135031,448.84890110620415,1148.835634709998,0
primary,E50-PC100,500,10081885022360105039,500,22,439.44881674563214,386.3830499653067,760.4016913899142,0
primary,E50-CONV100,500,4923552916831257795,500,17,570.4978249440467,377.63928361590854,1386.3539619890482,0
primary,E50-MT100,500,4923552916831257795,500,0,,,,0
primary,E50-PC10,500,4923552916831257795,50,0,,,,0
primary,E50-PC20,500,4923552916831257795,100,1,6222.62808196609,6222.62808196609,6222.62808196609,0
primary,E50-PC30,500,4923552916831257795,150,1,4148.418721310888,4148.418721310888,4148.418721310888,0
primary,E50-PC40,500,4923552916831257795,200,3,2790.3071479865075,3111.3140409719713,3111.3140409719713,0
primary,E50-PC50,500,4923552916831257795,250,5,1832.4521107807097,1883.183061473538,2489.051232781501,0
primary,E50-PC60,500,4923552916831257795,300,8,1218.3476029891692,1005.1892774897349,2074.209360660541,0
primary,E50-PC80,500,4923552916831257795,400,15,663.1317259769207,472.0491269313232,1555.657020500548,0
primary,E50-PC100,500,4923552916831257795,500,17,570.4978520350263,377.63930157025015,1386.3540278295125,0
primary,E50-CONV100,500,6572291145813621428,500,7,1350.3202204461518,1196.6595077284842,2345.1925461820883,0
primary,E50-MT100,500,6572291145813621428,500,0,,,,0
primary,E50-PC10,500,6572291145813621428,50,0,,,,0
primary,E50-PC20,500,6572291145813621428,100,1,7232.118236545398,7232.118236545398,7232.118236545398,0
primary,E50-PC30,500,6572291145813621428,150,1,4821.412157682775,4821.412157682775,4821.412157682775,0
primary,E50-PC40,500,6572291145813621428,200,1,3616.059118270538,3616.059118270538,3616.059118270538,0
primary,E50-PC50,500,6572291145813621428,250,3,3252.6669186521117,2892.847294612973,2892.847294612973,0
primary,E50-PC60,500,6572291145813621428,300,5,1970.129923323095,1058.6276682684563,2410.7060788554204,0
primary,E50-PC80,500,6572291145813621428,400,6,1480.6352780283635,1144.8976034427008,1808.029559149302,0
primary,E50-PC100,500,6572291145813621428,500,7,1350.3202845862006,1196.6595645991613,2345.192657595492,0
primary,E50-CONV100,500,17112478889879003015,500,21,474.6064443636124,343.7124318648502,1240.0546960046224,0
primary,E50-MT100,500,17112478889879003015,500,0,,,,0
primary,E50-PC10,500,17112478889879003015,50,1,5664.718904187023,5664.718904187023,5664.718904187023,0
primary,E50-PC20,500,17112478889879003015,100,2,4908.350864297153,4908.350864297153,2832.359452113749,0
primary,E50-PC30,500,17112478889879003015,150,3,3286.308344250432,3314.4572137082073,3314.4572137082073,0
primary,E50-PC40,500,17112478889879003015,200,3,2464.7312581825518,2485.8429102824875,2485.8429102824875,0
primary,E50-PC50,500,17112478889879003015,250,7,1398.5945126448764,1132.943780832512,2175.7757285650323,0
primary,E50-PC60,500,17112478889879003015,300,8,1096.916084001452,869.3560253575308,1813.1464404598435,0
primary,E50-PC80,500,17112478889879003015,400,13,768.0376188147018,595.9441750265509,1579.0508255434952,0
primary,E50-PC100,500,17112478889879003015,500,21,474.6064669125983,343.7124481898138,1240.0547549082585,0
primary,E50-CONV100,500,9839921138141735050,500,12,768.8459455726115,611.9848589755262,1872.3646505349402,0
primary,E50-MT100,500,9839921138141735050,500,0,,,,0
primary,E50-PC10,500,9839921138141735050,50,3,3207.4922185882206,3578.410961362884,3578.410961362884,0
primary,E50-PC20,500,9839921138141735050,100,4,1618.9891107167368,1726.9617978261772,1789.2054806902495,0
primary,E50-PC30,500,9839921138141735050,150,4,1079.3260738122037,1151.3078652129,1192.8036537642909,0
primary,E50-PC40,500,9839921138141735050,200,5,1583.778014029525,894.6027403260307,1247.4065068844939,0
primary,E50-PC50,500,9839921138141735050,250,5,1267.022411213507,715.6821922596414,997.925205469234,0
primary,E50-PC60,500,9839921138141735050,300,7,1396.5473683383852,831.6043378911072,3120.6078991437253,0
primary,E50-PC80,500,9839921138141735050,400,10,999.0923895445765,764.9811100502357,2340.455924342591,0
primary,E50-PC100,500,9839921138141735050,500,12,768.845982089601,611.9848880310451,1872.364739457279,0
