tag,arm,N,seed,k_active,U_exact,unique_coverage_rate_per_s,coverage_retention_vs_MT100
primary,E50-PC100,500,4559695916379544378,500,1169999944427984614296,1.1699999444279846e+17,499.9999754712571
primary,E50-CONV100,500,18018684830827566070,500,1170000000000000000000,1.17e+17,499.9999992199816
primary,E50-MT100,500,18018684830827566070,500,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,500,18018684830827566070,50,116999994442798461225,1.1699999444279846e+16,49.99999754712571
primary,E50-PC20,500,18018684830827566070,100,233999988885596922492,2.3399998888559692e+16,99.99999509425142
primary,E50-PC30,500,18018684830827566070,150,350999983328395383738,3.509999833283954e+16,149.99999264137713
primary,E50-PC40,500,18018684830827566070,200,467999977771193845148,4.6799997777119384e+16,199.99999018850284
primary,E50-PC50,500,18018684830827566070,250,584999972213992306230,5.849999722139923e+16,249.99998773562854
primary,E50-PC60,500,18018684830827566070,300,701999966656790767599,7.019999666567908e+16,299.99998528275427
primary,E50-PC80,500,18018684830827566070,400,935999955542387690456,9.359999555423877e+16,399.99998037700567
primary,E50-PC100,500,18018684830827566070,500,1169999944427984613684,1.1699999444279846e+17,499.9999754712571
primary,E50-CONV100,500,11415035473929976970,500,1170000000000000000000,1.17e+17,499.9999992199816
primary,E50-MT100,500,11415035473929976970,500,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,500,11415035473929976970,50,116999994442798461304,1.1699999444279846e+16,49.99999754712571
primary,E50-PC20,500,11415035473929976970,100,233999988885596922693,2.3399998888559692e+16,99.99999509425142
primary,E50-PC30,500,11415035473929976970,150,350999983328395384164,3.509999833283954e+16,149.99999264137713
primary,E50-PC40,500,11415035473929976970,200,467999977771193845552,4.6799997777119384e+16,199.99999018850284
primary,E50-PC50,500,11415035473929976970,250,584999972213992306740,5.849999722139923e+16,249.99998773562854
primary,E50-PC60,500,11415035473929976970,300,701999966656790768085,7.019999666567908e+16,299.99998528275427
primary,E50-PC80,500,11415035473929976970,400,935999955542387691107,9.359999555423877e+16,399.99998037700567
primary,E50-PC100,500,11415035473929976970,500,1169999944427984614500,1.1699999444279846e+17,499.9999754712571
primary,E50-CONV100,500,5972818461147421061,500,1170000000000000000000,1.17e+17,499.9999992199816
primary,E50-MT100,500,5972818461147421061,500,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,500,5972818461147421061,50,116999994442798461246,1.1699999444279846e+16,49.99999754712571
primary,E50-PC20,500,5972818461147421061,100,233999988885596922532,2.3399998888559692e+16,99.99999509425142
primary,E50-PC30,500,5972818461147421061,150,350999983328395383738,3.509999833283954e+16,149.99999264137713
primary,E50-PC40,500,5972818461147421061,200,467999977771193845063,4.6799997777119384e+16,199.99999018850284
primary,E50-PC50,500,5972818461147421061,250,584999972213992306434,5.849999722139923e+16,249.99998773562854
primary,E50-PC60,500,5972818461147421061,300,701999966656790767843,7.019999666567908e+16,299.99998528275427
primary,E50-PC80,500,5972818461147421061,400,935999955542387690458,9.359999555423877e+16,399.99998037700567
primary,E50-PC100,500,5972818461147421061,500,1169999944427984613480,1.1699999444279846e+17,499.9999754712571
primary,E50-CONV100,500,11677511577610847452,500,1170000000000000000000,1.17e+17,499.9999992199816
primary,E50-MT100,500,11677511577610847452,500,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,500,11677511577610847452,50,116999994442798461266,1.1699999444279846e+16,49.99999754712571
primary,E50-PC20,500,11677511577610847452,100,233999988885596922491,2.3399998888559692e+16,99.99999509425142
primary,E50-PC30,500,11677511577610847452,150,350999983328395383859,3.509999833283954e+16,149.99999264137713
primary,E50-PC40,500,11677511577610847452,200,467999977771193845227,4.6799997777119384e+16,199.99999018850284
primary,E50-PC50,500,11677511577610847452,250,584999972213992306842,5.849999722139923e+16,249.99998773562854
primary,E50-PC60,500,11677511577610847452,300,701999966656790768210,7.019999666567908e+16,299.99998528275427
primary,E50-PC80,500,11677511577610847452,400,935999955542387691276,9.359999555423877e+16,399.99998037700567
primary,E50-PC100,500,11677511577610847452,500,1169999944427984614092,1.1699999444279846e+17,499.9999754712571
primary,E50-CONV100,500,17891702655887131290,500,1170000000000000000000,1.17e+17,499.9999992199816
primary,E50-MT100,500,17891702655887131290,500,2340000003650486272,234000000365048.62,1.0
primary,E50-PC10,500,17891702655887131290,50,116999994442798461225,1.1699999444279846e+16,49.99999754712571
primary,E50-PC20,500,17891702655887131290,100,233999988885596922532,2.3399998888559692e+16,99.99999509425142
primary,E50-PC30,500,17891702655887131290,150,350999983328395383797,3.509999833283954e+16,149.99999264137713
primary,E50-PC40,500,17891702655887131290,200,467999977771193845148,4.6799997777119384e+16,199.99999018850284
primary,E50-PC50,500,17891702655887131290,250,584999972213992306536,5.849999722139923e+16,249.99998773562854
primary,E50-PC60,500,17891702655887131290,300,701999966656790767843,7.019999666567908e+16,299.99998528275427
primary,E50-PC80,500,17891702655887131290,400,935999955542387690947,9.359999555423877e+16,399.99998037700567
primary,E50-PC100,500,17891702655887131290,500,1169999944427984614092,1.1699999444279846e+17,499.9999754712571
